query,business_name,review_rating,review_text,review_photos,review_tags,datetime_utc,timestamp,review_id,author_title,author_friend_count,author_photo_count,author_reviews_count,author_location,author_image,author_id,author_url,owner_reply,owner_reply_title,owner_reply_datetime_utc,owner_reply_timestamp,next_page_cursor
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"Been a Liberty Bank customer for decades. Also a TD Bank customer. Decided to move some money from TD Bank to Liberty Bank, so I had TD Bank wire over a significant deposit to Liberty. Liberty had the nerve to charge a $10 fee for the incoming deposit. Went to the branch I've used for decades. They said they can't reverse fees, but to call the Liberty line. The first Liberty line representative said she'd get back to me on reversing the fee within a couple of days. Weeks later, she never called back. The representative I spoke with today said that fees are in the updated disclosure documents and he will not reverse it. If Liberty Bank is so eager to charge fees that they are now charging for deposits, I will certainly take my deposits and my banking to TD Bank. Liberty Bank is not what it was years ago. I'd advise you to consider the fees very carefully before you choose to bank with Liberty Bank.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/25/2024 15:12:56,1708873976,u79XaV0v90hnmW8twzlBlQ,D M.,0,0,1,"Middletown, CT",,K3-dsZYzJ0ep3vaQLmgXGQ,https://www.yelp.com/user_details?userid=K3-dsZYzJ0ep3vaQLmgXGQ,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,5,"When Liberty went through the transition of their online program, something happened with one of my credit card bills and the payment did not process through. I received an alert, had to update their payment address and then they paid it via check which arrived after the due date. I connected with Kaleigh via the online message center and she addressed things right away for me. I uploaded a copy of the statement showing the late fee over the weekend and on Monday AM she responded and stated that fee had been deposited into my account. 

I appreciate their efforts and support.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/13/2023 14:29:41,1678717781,jOiVoBx5NLKpgsYPCrXbMg,Scott A.,0,0,1,"West Hartford, CT",,cWCYAR7JgoshvNQ6h3jc6Q,https://www.yelp.com/user_details?userid=cWCYAR7JgoshvNQ6h3jc6Q,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"Worse Bank IN CT, so disgusted with them and their lies. Go anywhere else!!! I cannot believe they are allowed to operate with the lack of service. They get a ""new system"", horrible, taking weeks for the online bill pay to pay Comcast, seriously, before 2 days and now I have late fees, seriously DO NOT USE THEM!!!!  Your money would be better under your mattress!!!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",04/04/2023 01:57:51,1680573471,IE7uH3xnvn2zmHakzjT3jA,Cara R.,17,0,22,"Farmington, CT",,O8sv2mupMlvASduA9ca-eQ,https://www.yelp.com/user_details?userid=O8sv2mupMlvASduA9ca-eQ,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"Liberty Bank contacted ME (again they contacted ME) that there might be some fraudulent charges on our debit card. We checked and there were totaling about $160. One was for a raffle for cookware another from a gym membership and another for a VPN account. The next day we went to the bank and cancelled the card and got a replacement. They bank could not do anything with the transactions at the time because they were ""Pending"" We left the next day for vacation and returned a week later and went to the bank to fill out the fraudulent claim paperwork. Approximately 10 days later we received letters saying they were valid transactions. We then called Liberty and they said they would send us the docs involved in them calling valid transactions. Never got them. Called again and basically told them ""why would come to bank the next day, cancel my card, get a new one, then the same day we get back from vacation go to the bank to fill out paperwork. For my health? So Liberty Bank is relying on some fraudulent data they got instead of an life long customer. Unfortunately Liberty is the only bank in my town and if there was one called Joe's Bank or Not safe Bank I would pull my accounts in a minute. All the good this bank fid for me over the past 50 years went away when they believe some fraudulent person and not a life long customer. Stay Away if you want to keep your money safe.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/20/2023 18:26:47,1689877607,pUsQP6rN-rju3Jr1kexQhQ,James L.,0,0,5,"Middletown, CT",,bQat_Na-fuzBlNnKzZGpNg,https://www.yelp.com/user_details?userid=bQat_Na-fuzBlNnKzZGpNg,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"Since changing to a ""new improved website"" their electronic bill pay doesn't work. And no response to email. I chose a local bank hoping for better customer service, but this was not a good choice.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/28/2023 15:59:15,1680019155,Uej__N7MbKsqc3hT-Aiu_g,Linda B.,0,0,4,"Milford, NH",,CPKsX7Ts0WXD_SXASD9ZLw,https://www.yelp.com/user_details?userid=CPKsX7Ts0WXD_SXASD9ZLw,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,Do not use this Bank. They want to get rich off of fees. I was sick in the Hospital and own and Business which the bank account is with them plus my personal account. They want to charge NsF fees to a debt card which is ridiculous. Go elsewhere for your banking as this bank is a joke!!!!,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",01/03/2023 18:57:41,1672772261,LOD28Vs9wVrilArFxwQ4JQ,Pole C.,0,10,1,"Hartford, CT",,boyAVPcoH7yVCFAj_clnTQ,https://www.yelp.com/user_details?userid=boyAVPcoH7yVCFAj_clnTQ,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"I've been with this bank for 10 years with no issues other than the occasional overdraft fee due to some charge I may have forgotten about at the time. However, two weeks ago I tried to deposit a check I received from my aunt and three days later my mobile and online banking accounts were locked. I called in and was told they were going to look into it and get back to me in 3 business days. During this time my aunt had taken out the money and given me the money in cash to deposit. I never tried to resubmit the check after that but still couldn't access my account. A week passed with no return call and I received a letter saying they couldn't accept the check and were deducting a $15 fee. I call back and am told to wait again. I receive a call 20 minutes later telling me my account is pending closing because it looks like I tried to deposit a fake check so I can either go to a local branch or wait to receive the official paperwork. I packed up my newborn and went down to the bank where the lady working at the time was very helpful and assisted me in pleading my case, however, despite her trying to fight it for 20 minutes, she informed me that the call had already been made to close my account and that all she could do was destroy my debit card and withdraw all my money. 10 years, since I was 16 with no incidents and this is what I get in return. The craziest part is that my mother also received a check from the same aunt and deposited it the same day only for it to bounce and her to have to deposit the cash she gave her yet no action has been taken against her account. I wouldn't suggest using this bank as they are unpredictable and unreliable even though they may seem beneficial and secure upfront.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",11/24/2022 01:26:47,1669253207,w7t_FuFyRrcljWSGl-KUnA,Brit X.,0,0,1,"SoMa, San Francisco, CA",https://s3-media0.fl.yelpcdn.com/photo/yx_TSa8xyQSh4Z4mie0vxg/180s.jpg,Howz0cmZi7QyB7_2IgWs2A,https://www.yelp.com/user_details?userid=Howz0cmZi7QyB7_2IgWs2A,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"Go to this bank if you like high fees and poor customer service. They also don't know how to spell ""receivable"" on their statements. I have closed my account with them.",[],"{'helpful': 1, 'thanks': 0, 'love_this': 1, 'oh_no': 0}",02/24/2016 14:19:27,1456323567,dqmFY3GKXqz_zhur0uIfzg,Dave K.,0,0,12,"Cumming, GA",https://s3-media0.fl.yelpcdn.com/photo/dHsehV91CTbADotLwhbjXg/180s.jpg,Ua-n32odeHkaIEkN7HW5dQ,https://www.yelp.com/user_details?userid=Ua-n32odeHkaIEkN7HW5dQ,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,1,"Poor customer service ... Call the 800 # and it took 20 minutes on hold?! And this during normal banking hours. 

Saving interest rates are always below other banks. 

No more $ invested in this institution. 

Why would anyone want to have a relationship with this bank?",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/14/2016 12:18:20,1481717900,L36FTla2NkF1_eOqweWxgw,Carla D.,0,0,8,"Glastonbury, CT",,oOrOSqAbaLlbj46ra7Tszw,https://www.yelp.com/user_details?userid=oOrOSqAbaLlbj46ra7Tszw,,,,,
https://www.yelp.com/biz/liberty-bank-middletown-5?osq=Liberty Bank,Liberty Bank,2,"I changed over from a credit union that I had been with for 25 years to Liberty only because I wanted a change and Liberty offered no fee banking and being on the go all the time, that worked for me. Their customer service has gotten better, but when I go and charge something on credit, it should automatically go into pending and when it doesn't, my checking will go into the negative and then I get the famous $33.00 fee which they love to use whenever they can. I just do not feel that ""personal satisfaction"" like I did at the credit union. I'll be changing over soon.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",11/15/2018 11:29:13,1542281353,ohSnnGF2PKPMRVblEqkD0w,Julie D.,0,0,3,"New Britain, CT",,wJ0Hyzuz8x46uvjxotF8Kw,https://www.yelp.com/user_details?userid=wJ0Hyzuz8x46uvjxotF8Kw,,,,,eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoib2Zmc2V0Iiwib2Zmc2V0Ijo5fQ
